<<<<<<< HEAD
1.656140208833996041e-01
1.381278963468661747e-01
1.381278963468661747e-01
1.375319608528433601e-01
1.281403101043259163e-01
1.213460062998082956e-01
1.171366674209989300e-01
1.138002711904497755e-01
1.138002711904497755e-01
1.138002711904497755e-01
1.138002711904497755e-01
1.138002711904497755e-01
1.127033668998858040e-01
1.118498665957032845e-01
1.118498665957032845e-01
1.114661660687865652e-01
1.114661660687865652e-01
1.104836037222411971e-01
1.104836037222411971e-01
1.104836037222411971e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.097443024578294013e-01
1.096366741894858610e-01
1.093907308749390017e-01
1.092161571393722719e-01
1.090402663893006441e-01
1.087808779504372270e-01
1.087808779504372270e-01
1.085653542683048256e-01
1.085300030662224025e-01
1.085300030662224025e-01
1.085300030662224025e-01
1.085300030662224025e-01
1.081533130710227164e-01
1.071946346037573328e-01
1.067177138574272321e-01
1.067177138574272321e-01
1.064944397381698549e-01
1.064944397381698549e-01
1.064392636479378762e-01
1.064392636479378762e-01
1.064392636479378762e-01
1.064392636479378762e-01
1.064392636479378762e-01
1.064392636479378762e-01
1.062892539945065051e-01
1.062892539945065051e-01
1.061647526221561888e-01
1.061378451357729569e-01
1.061378451357729569e-01
1.060817354777646715e-01
1.060556086976728318e-01
1.060556086976728318e-01
1.060556086976728318e-01
1.060556086976728318e-01
1.059434054179833051e-01
1.059434054179833051e-01
1.059434054179833051e-01
1.059434054179833051e-01
1.058122916285313408e-01
1.057506444834065418e-01
1.057337303633909542e-01
1.057251155442344714e-01
1.057251155442344714e-01
1.057243590128266186e-01
1.057243590128266186e-01
1.057242861899281294e-01
1.057227429749143521e-01
1.057214980090378509e-01
1.057204889029708106e-01
1.057200546782478545e-01
1.057196847062957801e-01
1.057194140881568822e-01
1.057191219400346327e-01
1.057187735228007908e-01
1.057184234784771526e-01
1.057171592993418896e-01
1.057168042436031907e-01
1.057168042436031907e-01
1.057168042436031907e-01
1.057160014252446212e-01
1.057160014252446212e-01
1.057158814115605194e-01
1.057158814115605194e-01
1.057158689118459227e-01
1.057158353196135936e-01
1.057158353196135936e-01
1.057158168016034683e-01
1.057157692776259372e-01
1.057157306392083607e-01
1.057156990815061315e-01
1.057156731979208564e-01
1.057156518861511740e-01
1.057153796295059456e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152923055453275e-01
1.057152899315418892e-01
1.057152854176108825e-01
1.057152846655722289e-01
1.057152846655722289e-01
1.057152796974929476e-01
1.057152763649820137e-01
1.057152736724568109e-01
1.057152729879928810e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152725754633149e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724835623836e-01
1.057152724829787394e-01
1.057152724829787394e-01
1.057152724829787394e-01
1.057152724829787394e-01
1.057152724829787394e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
1.057152724827136181e-01
=======
1.048993831591813475e-01
9.484295435215428505e-02
9.484295435215428505e-02
9.484295435215428505e-02
9.484295435215428505e-02
7.709633845672725361e-02
7.709633845672725361e-02
7.709633845672725361e-02
7.363001233858634809e-02
7.007483386160284766e-02
7.007483386160284766e-02
7.007483386160284766e-02
7.007483386160284766e-02
7.007483386160284766e-02
6.902327847329692290e-02
6.902327847329692290e-02
6.902327847329692290e-02
6.902327847329692290e-02
6.902327847329692290e-02
6.857968039599082744e-02
6.857968039599082744e-02
6.784678623525297603e-02
